timestamp,action,thumb_pos,index_pos,middle_pos,ring_pos,little_pos,thumb_angle,index_angle,middle_angle,ring_angle,little_angle,thumb_force,index_force,middle_force,ring_force,little_force,thumb_current,index_current,middle_current,ring_current,little_current,thumb_speed,index_speed,middle_speed,ring_speed,little_speed,thumb_temp,index_temp,middle_temp,ring_temp,little_temp
2025-10-02T15:29:59.544,idle,,,,,,1000,1000,1000,997,998,989,136,84,179,251,65487,65498,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:00.160,idle,,,,,,1000,1000,1000,996,998,989,136,84,179,251,65487,65498,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:00.778,idle,,,,,,1000,1000,1000,997,998,989,136,84,179,251,65487,65498,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:01.398,idle,,,,,,1000,1000,1000,997,998,989,136,84,179,251,65487,65498,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:02.040,cool,,,,,,1000,1000,1000,997,999,989,136,84,179,251,65487,65498,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:04.496,cool,,,,,,1000,275,0,996,998,989,136,40,168,252,65487,65498,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:05.116,cool,,,,,,1000,0,0,996,998,989,136,42,168,252,65487,65498,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:05.734,cool,,,,,,1000,0,0,996,998,989,136,42,168,252,65487,65498,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:06.354,open_all,,,,,,1000,0,0,997,998,989,136,42,168,252,65487,65498,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:06.986,open_all,,,,,,1000,276,267,997,998,989,136,54,186,253,65487,65498,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:07.792,open_all,,,,,,1000,1000,1000,997,998,989,137,36,182,253,65487,65498,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:08.416,open_all,,,,,,1000,1000,1000,997,998,989,137,37,182,253,65487,65498,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:09.024,thumbs_up,,,,,,1000,1000,1000,997,998,989,137,37,182,253,65487,65498,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:09.667,thumbs_up,,,,,,0,0,0,257,999,669,145,42,168,253,65492,65519,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:12.025,thumbs_up,,,,,,0,0,0,0,998,489,145,42,168,266,65492,65519,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:12.640,thumbs_up,,,,,,0,0,0,0,998,489,145,42,168,266,65492,65519,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:13.300,thumbs_up,,,,,,0,0,0,0,998,489,145,42,168,266,65492,65519,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:13.930,thumbs_up,,,,,,0,0,0,0,998,488,145,42,168,266,65492,65519,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:14.575,open_all,,,,,,0,0,0,0,998,488,145,42,168,266,65492,65519,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:15.426,open_all,,,,,,810,813,797,827,998,992,146,38,186,266,65483,65492,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:16.046,open_all,,,,,,1000,1000,1000,1000,998,989,146,38,182,266,65483,65492,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:16.663,open_all,,,,,,1000,1000,1000,1000,998,989,146,38,182,266,65483,65492,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:17.281,open_all,,,,,,1000,1000,1000,1000,998,990,146,38,182,266,65483,65492,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:17.900,open_all,,,,,,1000,1000,1000,1000,998,989,146,38,182,266,65483,65492,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:18.518,open_all,,,,,,1000,1000,1000,1000,998,990,146,38,182,266,65483,65492,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:19.126,grip,,,,,,1000,1000,1000,1000,998,990,125,51,169,249,65512,65501,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:20.192,grip,,,,,,336,405,327,369,611,330,777,645,595,730,655,648,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:20.807,grip,,,,,,236,391,315,369,618,330,881,847,650,734,638,619,,,,,,,,,,,34,0,34,0,32,0
2025-10-02T15:30:21.424,grip,,,,,,236,392,315,369,618,330,773,838,615,714,627,639,,,,,,,,,,,34,0,36,0,32,0
2025-10-02T15:30:22.043,grip,,,,,,236,392,315,369,618,330,784,671,627,714,627,642,,,,,,,,,,,34,0,36,0,32,0
2025-10-02T15:30:22.662,grip,,,,,,236,392,315,369,618,329,785,654,627,714,627,642,,,,,,,,,,,34,0,36,0,32,0
2025-10-02T15:30:23.280,grip,,,,,,236,392,315,369,618,330,785,651,627,714,627,642,,,,,,,,,,,34,0,36,0,32,0
