timestamp,action,thumb_pos,index_pos,middle_pos,ring_pos,little_pos,thumb_angle,index_angle,middle_angle,ring_angle,little_angle,thumb_force,index_force,middle_force,ring_force,little_force,thumb_current,index_current,middle_current,ring_current,little_current,thumb_speed,index_speed,middle_speed,ring_speed,little_speed,thumb_temp,index_temp,middle_temp,ring_temp,little_temp
2025-10-02T15:27:54.112,idle,,,,,,1000,1000,1000,979,998,989,136,66,178,249,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:27:54.732,idle,,,,,,1000,1000,1000,979,998,989,136,66,178,249,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:27:55.367,idle,,,,,,1000,1000,1000,979,998,989,136,66,178,249,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:27:55.975,idle,,,,,,1000,1000,1000,979,998,989,136,66,178,249,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:27:56.593,idle,,,,,,1000,1000,1000,979,998,990,136,66,178,249,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:27:57.212,idle,,,,,,1000,1000,1000,979,998,989,136,66,178,249,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:27:57.839,idle,,,,,,1000,1000,1000,979,998,989,136,66,178,249,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:27:58.458,cool,,,,,,1000,1000,1000,979,998,989,136,66,178,249,65487,65498,,,,,,,,,,,,,,,
2025-10-02T15:27:59.092,cool,,,,,,1000,1000,1000,995,998,989,136,82,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:27:59.696,cool,,,,,,1000,1000,1000,997,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:00.337,cool,,,,,,1000,1000,1000,997,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:00.952,cool,,,,,,1000,1000,1000,997,998,990,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:01.584,cool,,,,,,1000,1000,1000,997,998,990,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:02.202,cool,,,,,,1000,1000,1000,997,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:02.837,cool,,,,,,1000,1000,1000,997,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:03.457,open_all,,,,,,1000,1000,1000,997,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:04.091,open_all,,,,,,,,,,,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:04.699,open_all,,,,,,1000,1000,1000,997,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:05.305,open_all,,,,,,1000,1000,1000,997,998,990,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:05.911,open_all,,,,,,1000,1000,1000,997,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:06.528,open_all,,,,,,1000,1000,1000,997,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:07.134,open_all,,,,,,1000,1000,1000,997,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:07.754,open_all,,,,,,1000,1000,1000,997,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:08.373,open_all,,,,,,1000,1000,1000,996,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:08.992,open_all,,,,,,1000,1000,1000,996,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:09.604,open_all,,,,,,1000,1000,1000,997,998,990,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:10.223,open_all,,,,,,1000,1000,1000,996,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:10.840,open_all,,,,,,1000,1000,1000,997,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:11.471,open_all,,,,,,1000,1000,1000,997,998,990,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:12.088,open_all,,,,,,1000,1000,1000,996,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:12.705,open_all,,,,,,1000,1000,1000,997,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:13.325,open_all,,,,,,1000,1000,1000,997,998,989,136,84,178,251,65487,65498,,,,,,,,,,,32,0,32,0,32,0
2025-10-02T15:28:13.944,open_all,,,,,,1000,1000,1000,997,997,989,,,,,,,,,,,,,,,,,,,,
